#OTU ID,BassGCP-20180527-01-nc.blast,BassGCP-20180527-02-nc.blast,BassGCP-20180717-01-nc.blast,BassGCP-20180717-02-nc.blast,CA-EDWD-20180527-01-nc.blast,CA-MANZA-20180527-01-nc.blast,CA-MANZA-20180527-02-nc.blast,CA-MANZA-20180715-01-PCR01-nc.blast,CA-MANZA-20180715-01-PCR02-nc.blast,CA-MANZA-20180715-01-PCR03-nc.blast,CA-MANZA-20180715-01-nc.blast,CA-MANZA-20180715-02-PCR01-nc.blast,CA-MANZA-20180715-02-PCR02-nc.blast,CA-MANZA-20180715-02-PCR03-nc.blast,CA-MANZA-20180715-02-nc.blast,CA-Pig-20180717-01-nc.blast,CA-Pig-20180717-02-nc.blast,Ca-Pig-20180527-01-nc.blast,Ca-Pig-20180527-02-nc.blast,CabinBOR-20180530-01-nc.blast,CabinBOR-20180530-02-nc.blast,CabinBOR-20180714-01-nc.blast,CabinBOR-20180714-02-nc.blast,EN-MES-072018-nc.blast,EN-MES-072518-nc.blast,EN-MJS-090718-nc.blast,EagleGCP-20180527-01-nc.blast,EagleGCP-20180527-02-nc.blast,EagleGCP-20180717-01-PCR01-nc.blast,EagleGCP-20180717-01-PCR02-nc.blast,EagleGCP-20180717-01-PCR03-nc.blast,EagleGCP-20180717-01-nc.blast,EagleGCP-20180717-02-PCR01-nc.blast,EagleGCP-20180717-02-PCR02-nc.blast,EagleGCP-20180717-02-PCR03-nc.blast,EagleGCP-20180717-02-nc.blast,GlorGCP-20180527-01-nc.blast,GlorGCP-20180527-02-nc.blast,GlorGCP-20180715-01-nc.blast,GlorGCP-20180715-02-nc.blast,GrampsBOR-20180601-01-nc.blast,GrampsBOR-20180601-02-nc.blast,GrampsBOR-20180714-01-PCR01-nc.blast,GrampsBOR-20180714-01-PCR02-nc.blast,GrampsBOR-20180714-01-PCR03-nc.blast,GrampsBOR-20180714-01-nc.blast,GrampsBOR-20180714-02-PCR01-nc.blast,GrampsBOR-20180714-02-PCR02-nc.blast,GrampsBOR-20180714-02-PCR03-nc.blast,GrampsBOR-20180714-02-nc.blast,HeronGCP-20180527-01-nc.blast,HeronGCP-20180527-02-nc.blast,HeronGCP-20180717-01-nc.blast,HeronGCP-20180717-02-nc.blast,KAMM-20180527-01-nc.blast,KAMM-20180527-02-nc.blast,KAMM-20180714-01-nc.blast,KAMM-20180714-02-nc.blast,NegCtrl-20180525-03-nc.blast,NegCtrl-20180527-01-nc.blast,NegCtrl-20180527-02-nc.blast,NegCtrl-20180601-01-nc.blast,NegCtrl-20180714-01-nc.blast,NegCtrl-20180715-01-nc.blast,NegCtrl-20180717-01-nc.blast,NorthGCP-20180527-01-nc.blast,NorthGCP-20180527-02-nc.blast,NorthGCP-20180715-01-nc.blast,NorthGCP-20180715-02-nc.blast,NtalkGCP-20180527-01-nc.blast,NtalkGCP-20180527-02-nc.blast,NtalkGCP-20180715-01-nc.blast,PPKBOR-20180601-01-nc.blast,PPKBOR-20180601-02-nc.blast,PPKBOR-20180714-01-nc.blast,PPKBOR-20180714-02-nc.blast,PPKBOR-20180714-03-nc.blast,Plate01-PCR-Negative-PCR01-nc.blast,Plate01-PCR-Negative-PCR02-nc.blast,Plate01-PCR-Negative-PCR03-nc.blast,Plate01-PCR-Positive-PCR01-nc.blast,Plate01-PCR-Positive-PCR02-nc.blast,Plate01-PCR-Positive-PCR03-nc.blast,Plate04-PCR-Negative-nc.blast,Plate04-PCR-Positive-nc.blast,Plate05-PCR-Positive-nc.blast,Plate06-PCR-Negative-nc.blast,Plate06-PCR-Positive-nc.blast,Plate07-PCR-Negative-nc.blast,Plate07-PCR-Positive-nc.blast,Plate08-PCR-Positive-nc.blast,RLSNKGCP-20180527-01-nc.blast,RLSNKGCP-20180527-02-nc.blast,RLSNKGCP-20180715-01-nc.blast,RLSNKGCP-20180715-02-nc.blast,RonJRGCP-20180527-01-nc.blast,RonJRGCP-20180527-02-nc.blast,RonJRGCP-20180716-01-PCR01-nc.blast,RonJRGCP-20180716-01-PCR02-nc.blast,RonJRGCP-20180716-01-PCR03-nc.blast,RonJRGCP-20180716-01-nc.blast,RonJRGCP-20180716-02-PCR01-nc.blast,RonJRGCP-20180716-02-PCR02-nc.blast,RonJRGCP-20180716-02-PCR03-nc.blast,RonJRGCP-20180716-02-nc.blast,ShptlGCP-20180527-01-nc.blast,ShptlGCP-20180527-02-nc.blast,ShptlGCP-20180527-03-nc.blast,ShptlGCP-20180715-01-PCR01-nc.blast,ShptlGCP-20180715-01-PCR02-nc.blast,ShptlGCP-20180715-01-PCR03-nc.blast,ShptlGCP-20180715-01-nc.blast,ShptlGCP-20180715-02-PCR01-nc.blast,ShptlGCP-20180715-02-PCR02-nc.blast,ShptlGCP-20180715-02-PCR03-nc.blast,ShptlGCP-20180715-02-nc.blast,UCTBOR-20180601-01-nc.blast,UCTBOR-20180601-02-nc.blast,UCTBOR-20180714-01-nc.blast,UCTBOR-20180714-02-nc.blast,WDMLGCP-20180527-01-nc.blast,WDMLGCP-20180527-02-nc.blast,WDMLGCP-20180714-01-nc.blast,WDMLGCP-20180714-02-nc.blast,WashGCP-20180525-01-nc.blast,WashGCP-20180525-02-nc.blast,WashGCP-20180714-01-nc.blast,WashGCP-20180714-02-nc.blast,YBBA-20180527-01-nc.blast,YBBA-20180527-02-nc.blast,YBBA-20180715-01-nc.blast,YBBA-20180715-02-nc.blast,taxomomy
f__Columbidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Columbiformes', 'f__Columbidae']"
f__Rallidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Gruiformes', 'f__Rallidae']"
f__Corvidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Corvidae']"
f__Icteridae,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,287,12965,8656,9744,11047,46445,27146,35882,51762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes', 'f__Icteridae']"
f__Ardeidae,0,0,4179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Pelecaniformes', 'f__Ardeidae']"
f__Felidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Felidae']"
f__Cricetidae,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae']"
f__Sciuridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,3,0,90,15,9,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Sciuridae']"
f__Cervidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Cervidae']"
o__Anura,75,0,0,0,0,1514,5106,3700,1526,897,3969,6623,5798,5665,6671,225,14,19803,7773,1152,0,3215,2249,0,0,0,1055,1058,0,0,0,492,0,0,90,0,1933,2408,0,0,13177,3367,0,0,0,0,0,0,0,0,166,0,663,0,0,0,0,0,0,0,0,0,0,0,0,8466,3691,2381,2974,2783,634,0,107195,100998,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,362,0,0,1135,14152,0,0,132,141,88,27,20,19,23664,15244,14923,0,0,0,0,0,0,273,393,22872,24206,0,1646,437,411,0,0,1436,214,0,18,13566,43498,2381,1794,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Anura']"
o__Caudata,0,0,0,0,0,11,53,11,14,26,628,171,289,104,721,2369,52093,507,22,0,0,0,0,0,0,0,51,40,0,0,5,33,5124,8,0,0,4,29,58,0,0,0,0,0,0,0,5,0,0,0,13,3,0,7,0,0,70,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,37,0,0,0,0,0,0,0,0,0,0,472,161,172,166,68,145,29,625,306,327,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Caudata']"
o__Passeriformes,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,936,840,300,1556,6916,3033,5776,6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,118,82,132,0,0,0,0,0,0,0,54,0,0,1290,0,0,0,9,495,416,0,26,168,0,0,0,312,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes']"
c__Aves,0,0,1116,137,0,75,1006,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,24,0,0,0,432,452,110,303,160,216,18,11,70,495,0,423,0,0,517,224,0,0,0,0,0,0,0,0,466,857,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,7,13,34,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,44,0,75,482,2351,0,249,455,296,89,139,139,48,0,0,0,0,0,0,0,0,0,0,2184,0,3,0,0,248,118,0,0,135,356,0,0,130,7180,809,753,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves']"
c__Mammalia,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,413,9549,2403,13906,13973,3475,13685,5515,4826,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,22,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia']"
p__Chordata,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46940,9070,1695,409,1468,384,8066,12578,1501,7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30115,16211,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata']"
__unassigned,30,0,681,26,0,12623,271,861,515,258,1034,2973,3388,454,622,836,98,12,11,382,4,1002,1632,49,0,0,687,80,3,82,1925,222,471,487,428,1389,143,281,2169,5,5060,433,2943,7873,1714,8910,624,2376,103,1019,14378,785,113,140,7,0,495,720,5,0,0,0,0,16,0,1285,0,44,54,4859,500,0,569,298,387,502,2301,0,0,0,273,260,273,0,34,175,0,29,4,0,377,429,237,0,56,3637,465,0,0,9,0,3,0,5,4,739,2495,1469,25671,36722,33691,11734,284,1818,2263,1497,3257,3327,1863,2239,16,0,44,8,8,155,107,25,0,124,7,1817,['__unassigned']
